age,educ,paeduc,sex,race,yearsjob,realrinc,PASEI10
55,16,15,"female","white",.25,6242.5,46.5
78,15,10,"male","white",2,20430,19.7
88,16,10,"female","white",.i,"IAP",26.8
57,18,9,"female","white",28,30645,46.6
41,9,"dk","male","white",.i,"IAP",46
41,12,"dk","female","white",.i,"IAP",46
56,11,12,"female","white",.i,"IAP",20.9
28,12,"iap","male","black",.i,"IAP","IAP, DK, NA, uncodeable"
25,13,20,"female","white",.25,1589,35.3
44,13,"iap","male","white",.i,"IAP","IAP, DK, NA, uncodeable"
34,13,12,"female","black",.i,"IAP",39.2
58,16,18,"male","white",30,30645,64.2
57,12,"dk","male","black",35,20430,24.1
19,12,12,"female","black",.25,908,25.2
68,12,12,"male","white",.i,"IAP",17.1
43,18,18,"male","white",10,54480,67.7
64,16,18,"male","white",10,"IAP",65.3
43,15,12,"male","white",18,12485,46.5
28,19,13,"female","other",.i,4086,61.2
23,17,12,"female","white",.i,"IAP",19.7
51,13,12,"male","white",.25,"IAP",23.3
37,12,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
31,14,12,"male","white",.i,"IAP",13.2
44,18,12,"female","white",6,151050.7214,39
24,17,10,"male","white",.i,2043,28.7
22,14,18,"male","white",.i,"IAP",91.1
22,15,18,"male","white",.i,"IAP",77.4
24,17,14,"male","black",.i,"IAP",43
23,12,12,"male","white",.25,10782.5,28.4
40,14,16,"female","white",11,2043,28.4
78,12,12,"female","white",.i,"IAP",48.3
62,12,"iap","male","white",20,30645,"IAP, DK, NA, uncodeable"
55,15,16,"male","white",23,30645,"IAP, DK, NA, uncodeable"
27,16,12,"male","white",5,14755,"IAP, DK, NA, uncodeable"
25,13,"iap","female","other",6,20430,"IAP, DK, NA, uncodeable"
52,18,14,"male","white",15,24970,61.5
54,12,12,"male","black",.i,"IAP",48.3
76,10,8,"female","white",.i,"IAP",39.9
52,14,15,"male","white",15,5107.5,83.8
41,16,"iap","male","black",8,12485,"IAP, DK, NA, uncodeable"
50,17,"iap","female","white",25,14755,"IAP, DK, NA, uncodeable"
43,18,12,"female","white",.25,"IAP",59.1
69,12,12,"male","white",7,17025,31.2
51,12,12,"female","white",.i,"IAP",27.1
74,14,12,"male","white",.i,"IAP",58.1
48,12,12,"female","white",.i,"IAP",32
63,12,7,"female","white",5,17025,24.2
59,16,12,"female","white",9,10782.5,67.7
24,17,12,"male","white",.25,"IAP",91.1
65,12,12,"male","white",.i,"IAP",20.7
63,11,"iap","female","black",.i,"IAP","IAP, DK, NA, uncodeable"
39,16,12,"female","white",9,24970,67.7
66,11,10,"female","black",.i,"IAP",28.4
38,18,12,"male","white",4,30645,38.8
63,16,8,"female","white",2,7377.5,31.2
"89 OR OLDER",12,8,"female","white",.i,"IAP",28.7
63,11,12,"male","black",35,1589,85
58,10,12,"male","white",18,20430,31
25,10,"dk","male","white",.25,9647.5,"IAP, DK, NA, uncodeable"
51,12,12,"male","white",14,45400,38.8
69,12,12,"female","white",2,6242.5,45.4
45,16,12,"female","white",19,63560,35.3
58,16,13,"female","white",.i,227,39.9
73,12,"dk","female","white",49,24970,53.8
64,12,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
35,16,12,"female","white",18,9647.5,81
68,12,8,"male","white",.i,"IAP",39.2
61,17,12,"female","white",38,30645,43.5
86,20,5,"female","white",.i,"IAP",26.8
54,12,12,"male","white",2,30645,39.7
47,16,12,"female","white",11,24970,51.5
65,14,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
63,16,12,"male","white",40,63560,64.9
67,14,7,"female","white",.i,24970,43
64,13,12,"male","white",15,20430,46.5
23,13,13,"female","white",.25,"IAP",25
27,12,"iap","male","black",3,14755,"IAP, DK, NA, uncodeable"
26,12,16,"female","white",3,14755,75.5
41,12,12,"male","white",.75,30645,65.1
20,13,12,"male","white",.25,"IAP",73.9
54,12,12,"male","white",26,45400,58.2
86,17,9,"female","white",.i,"IAP",28.7
68,12,"dk","female","white",.i,"IAP",18.8
54,8,20,"female","white",.i,"IAP",92.1
51,1,"dk","male","other",13,227,14
61,14,"iap","male","white",.i,12485,"IAP, DK, NA, uncodeable"
"89 OR OLDER",14,8,"male","white",.i,"IAP",39.9
54,12,12,"female","white",20,10782.5,23.3
72,20,12,"male","white",.i,"IAP",32
19,13,8,"female","white",.i,"IAP",35.4
59,16,8,"male","white",16,45400,46
31,12,18,"female","white",3,9647.5,79.4
23,12,"dk","female","white",.25,"IAP",28.3
55,14,12,"female","white",3,227,19.7
34,16,16,"female","white",12,24970,27.2
37,15,10,"female","white",.25,"IAP",25.2
30,16,14,"female","white",3,30645,39.7
33,16,16,"female","white",5,12485,64.5
48,16,12,"male","white",21,30645,32
60,16,12,"female","white",.75,908,39.9
47,20,18,"female","white",.25,"IAP",52
52,12,10,"female","white",.25,"IAP",25.2
67,12,12,"male","white",.i,"IAP",17.1
29,13,13,"male","white",.75,7377.5,19.2
31,13,12,"female","white",.i,"IAP",62
36,16,12,"male","white",2,37455,28.7
64,18,12,"female","white",33,24970,32
"89 OR OLDER",16,8,"female","white",.i,"IAP",39.9
63,16,"iap","female","white",10,20430,"IAP, DK, NA, uncodeable"
24,11,9,"male","black",4,14755,31.2
35,14,"iap","female","white",10,20430,"IAP, DK, NA, uncodeable"
82,13,16,"female","white",.i,"IAP",57.8
66,16,16,"male","white",15,37455,39.9
47,16,14,"female","white",26,37455,41.1
53,16,"iap","male","black",.75,20430,"IAP, DK, NA, uncodeable"
70,17,"iap","female","white",2,12485,"IAP, DK, NA, uncodeable"
32,16,16,"female","white",.75,"IAP",76.3
26,12,12,"female","white",7,9647.5,21.6
35,16,12,"female","white",6,20430,70.3
59,19,12,"male","white",5,54480,43
55,14,"iap","male","white",13,14755,"IAP, DK, NA, uncodeable"
41,16,16,"female","white",.i,"IAP",68.6
85,14,"iap","male","white",.i,"IAP","IAP, DK, NA, uncodeable"
50,16,20,"female","other",22,30645,71
56,12,8,"male","white",.i,"IAP",36.2
77,12,10,"male","white",.i,"IAP",39.9
49,12,"iap","male","white",.25,17025,"IAP, DK, NA, uncodeable"
57,14,14,"male","white",20,45400,81
66,14,12,"male","white",.i,"IAP",26.8
56,13,12,"male","black",9,4086,61.2
55,14,12,"male","white",22,6242.5,32
45,17,14,"male","white",6,54480,57.4
66,14,12,"male","white",.i,"IAP",39.9
60,12,12,"male","white",.75,"IAP",36.4
58,12,12,"female","white",35,54480,38.3
28,12,"dk","female","white",.i,"IAP",31
45,16,12,"female","white",11,30645,39.9
87,11,6,"female","white",.i,1589,85.2
56,16,8,"female","white",20,63560,67.7
24,12,12,"male","white",1,14755,73.5
72,13,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
49,16,"iap","female","black",10,20430,"IAP, DK, NA, uncodeable"
25,12,"iap","female","black",1,5107.5,"IAP, DK, NA, uncodeable"
53,11,12,"male","black",.i,"IAP",36.4
23,12,"dk","male","black",.75,"IAP",28.4
23,12,"iap","female","black",.25,"IAP","IAP, DK, NA, uncodeable"
73,14,11,"female","white",20,10782.5,52.3
18,12,9,"female","white",.i,"IAP",77.9
58,14,8,"male","white",.i,17025,65.3
85,16,0,"male","white",.i,"IAP",21.5
25,12,12,"male","white",2,8512.5,62
72,16,9,"female","white",25,45400,37.6
70,13,12,"female","white",.i,"IAP",34.7
62,12,"iap","female","black",.25,7377.5,"IAP, DK, NA, uncodeable"
85,19,9,"male","black",.i,20430,19
39,15,"iap","female","white",9,5107.5,"IAP, DK, NA, uncodeable"
68,15,7,"male","black",.i,20430,39.6
64,12,16,"female","white",11,12485,60.3
75,12,5,"male","white",.i,"IAP",59.1
55,7,"dk","male","white",.i,"IAP",36.4
35,12,12,"male","black",.25,"IAP",28.4
24,12,13,"female","white",1,1589,23
27,12,12,"male","white",2,12485,22.9
28,10,6,"female","white",.i,"IAP",28.4
61,18,12,"male","white",.i,"IAP",53.2
67,13,19,"female","white",.i,"IAP",62.6
80,10,"iap","male","white",.i,"IAP","IAP, DK, NA, uncodeable"
86,16,16,"female","white",.i,"IAP",92.1
33,12,9,"female","other",6,7377.5,29.9
28,18,12,"female","white",4,14755,32
30,9,5,"female","white",.25,"IAP",18.6
23,14,18,"female","white",.i,908,62.6
45,18,16,"female","other",3,20430,65.3
77,11,11,"male","white",45,45400,41.8
39,11,12,"female","white",.i,"IAP",50.4
81,14,5,"male","white",.i,"IAP",28.3
32,9,"dk","female","other",.i,"IAP","IAP, DK, NA, uncodeable"
34,11,"iap","male","white",5,30645,"IAP, DK, NA, uncodeable"
39,19,11,"female","white",.i,"IAP",23.3
59,13,3,"female","other",31,20430,24
49,13,5,"male","other",2,72640,25.2
84,16,"dk","male","white",.i,"IAP",39.7
24,11,11,"female","white",.75,908,32
52,13,16,"male","other",30,"IAP",22.9
36,12,7,"female","white",.i,"IAP",32
30,6,"iap","female","other",.i,"IAP","IAP, DK, NA, uncodeable"
67,12,"dk","female","black",.i,"IAP",36.4
18,10,9,"male","white",.i,"IAP",25.2
53,12,12,"female","black",28,20430,39.1
49,9,"iap","female","white",.i,1589,"IAP, DK, NA, uncodeable"
24,13,11,"female","black",.25,"IAP",13.6
72,8,"dk","female","other",.i,"IAP",23.3
54,12,2,"female","white",.i,"IAP",21.4
21,12,3,"male","other",.25,227,"IAP, DK, NA, uncodeable"
34,9,12,"male","other",3,30645,28.7
60,12,12,"female","white",8,30645,43.4
25,12,12,"female","white",.i,"IAP",39.9
53,12,4,"female","other",.n,30645,39.9
33,12,12,"male","white",2,30645,36.4
30,12,16,"female","other",3,17025,45.4
43,11,"dk","male","other",.75,10782.5,39.9
27,10,"iap","male","other",2,9647.5,"IAP, DK, NA, uncodeable"
57,11,"iap","male","black",.i,"IAP","IAP, DK, NA, uncodeable"
43,8,"iap","female","other",.i,"IAP","IAP, DK, NA, uncodeable"
49,13,"iap","female","other",.25,"IAP","IAP, DK, NA, uncodeable"
61,10,10,"female","white",14,9647.5,42.8
39,14,14,"male","other",9,30645,43.4
54,14,9,"female","white",.75,"IAP",65.1
55,8,"dk","female","other",20,30645,39.9
54,12,10,"male","black",12,"IAP",32
49,11,9,"male","other",.75,30645,57.8
77,12,"dk","female","black",.i,908,48.4
80,10,5,"female","white",.i,"IAP",49.4
43,10,12,"male","white",5,30645,29.2
45,4,3,"female","other",.75,1589,39.9
33,15,12,"male","black",.i,24970,84.2
51,14,12,"male","white",5,54480,25.2
34,12,"iap","female","white",15,5107.5,"IAP, DK, NA, uncodeable"
28,17,12,"male","white",5,54480,23.3
35,15,16,"female","white",4,20430,39.9
61,16,18,"male","white",16,151050.7214,69.3
35,20,16,"female","white",8,24970,70.1
66,14,12,"female","white",20,20430,73.5
43,12,16,"male","white",.25,"IAP",84.5
20,11,"iap","male","white",.25,"IAP","IAP, DK, NA, uncodeable"
60,20,20,"male","white",.i,"IAP",84.5
64,13,14,"female","white",.i,"IAP",21.6
34,12,"iap","male","other",.i,"IAP","IAP, DK, NA, uncodeable"
60,12,10,"male","white",25,20430,24.1
34,12,14,"male","white",5,24970,84.3
31,14,"iap","female","white",.25,"IAP","IAP, DK, NA, uncodeable"
24,12,16,"male","white",.75,14755,39.1
64,16,8,"female","other",8,24970,65.3
38,15,"iap","female","white",5,"IAP","IAP, DK, NA, uncodeable"
56,11,10,"male","white",3,12485,31.2
60,17,6,"female","white",3,24970,60.4
27,13,"dk","male","white",.25,"IAP","IAP, DK, NA, uncodeable"
25,12,14,"female","white",.75,2497,65.3
38,12,5,"male","other",11,"IAP",18.6
71,16,8,"female","other",.25,"IAP",32
73,11,"iap","male","white",5,5107.5,"IAP, DK, NA, uncodeable"
61,20,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
30,9,3,"female","white",.25,"IAP",27.2
66,20,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
53,12,12,"female","white",.75,908,49.6
41,16,20,"male","white",.25,"IAP",88.7
56,18,16,"female","white",8,37455,57.4
26,16,20,"female","white",.25,"IAP",87.8
39,19,12,"male","white",.i,54480,26.8
60,16,16,"female","white",.i,"IAP",56.9
56,20,19,"male","white",25,63560,38.8
18,12,16,"female","white",.i,"IAP",59.1
62,16,16,"female","white",.i,"IAP",70.1
48,14,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
44,20,13,"female","white",20,54480,56.9
55,16,12,"male","white",.n,151050.7214,81.6
21,15,20,"male","white",.i,"IAP",92.8
24,16,16,"male","white",1,4086,78.3
36,14,15,"male","white",.i,"IAP",67.7
29,16,16,"male","white",6,37455,65.3
66,15,8,"female","other",.i,"IAP",58.2
33,16,18,"female","white",3,20430,61.4
58,14,12,"male","white",.i,"IAP",77.4
76,12,"dk","female","white",.i,"IAP",51.8
46,12,12,"male","white",2,4086,39.1
30,12,"iap","female","white",12,24970,"IAP, DK, NA, uncodeable"
49,17,16,"female","white",18,30645,76.3
51,14,14,"male","white",1,17025,35.3
63,12,"dk","male","white",.i,"IAP",52
39,10,12,"male","white",.i,"IAP",73.9
69,14,8,"female","other",3,7377.5,26.5
24,12,8,"male","white",.25,14755,14
"NA",20,5,"male","other",10,"IAP",65.3
42,6,3,"female","other",.75,908,14
30,12,3,"male","other",5,20430,14
32,13,4,"female","white",9,20430,14
41,6,"iap","female","other",.i,"IAP","IAP, DK, NA, uncodeable"
67,13,6,"female","white",.i,"IAP",39.9
28,14,16,"female","white",2,9647.5,23.3
60,16,8,"female","other",.i,"IAP",65.3
51,14,18,"female","white",30,54480,71.8
32,16,20,"male","white",.75,14755,92.8
28,16,12,"male","black",.i,6242.5,38.2
59,13,6,"male","white",15,24970,23.3
38,9,9,"female","white",.25,3405,39.9
70,12,12,"female","white",.i,"IAP",25.2
36,15,"iap","male","black",.i,8512.5,"IAP, DK, NA, uncodeable"
29,16,"iap","male","white",.25,"IAP","IAP, DK, NA, uncodeable"
59,2,0,"male","other",4,3405,39.9
42,9,"iap","female","other",4,7377.5,"IAP, DK, NA, uncodeable"
60,12,"iap","male","other",.i,"IAP","IAP, DK, NA, uncodeable"
56,13,7,"male","white",.i,"IAP",39.9
34,18,12,"male","white",1,37455,46.5
32,16,"iap","female","white",3,12485,"IAP, DK, NA, uncodeable"
22,12,"iap","female","black",.i,2951,"IAP, DK, NA, uncodeable"
35,13,15,"female","other",.75,2497,38.8
22,12,12,"female","black",.25,"IAP",27
25,12,12,"female","white",.i,"IAP",26.8
44,12,12,"male","other",.i,"IAP",46
66,12,12,"female","other",.i,8512.5,28.4
44,11,"iap","male","other",.75,227,"IAP, DK, NA, uncodeable"
47,0,0,"male","other",.i,2043,14
21,12,12,"male","white",.i,"IAP",28.4
43,9,0,"female","white",.i,"IAP",39.9
51,8,"iap","male","white",.i,"IAP","IAP, DK, NA, uncodeable"
67,14,12,"female","white",.i,"IAP",62.6
71,14,6,"male","white",.i,"IAP",23.3
85,16,12,"female","white",.i,"IAP",68
72,19,11,"female","white",.i,"IAP",50
51,12,7,"female","other",.i,"IAP",38.8
81,11,0,"male","other",.i,"IAP",48.4
60,15,16,"female","white",2,14755,84
56,17,12,"female","white",5,24970,39.9
55,17,"iap","female","white",22,45400,"IAP, DK, NA, uncodeable"
49,15,13,"male","white",.i,"IAP",23.3
64,15,12,"female","white",.i,"IAP",38.1
29,20,12,"female","other",.25,"IAP",73.9
46,16,14,"female","white",5,30645,53
19,12,13,"female","white",.i,"IAP",68
19,12,3,"female","other",.i,"IAP","IAP, DK, NA, uncodeable"
19,12,16,"male","white",.i,"IAP",56.9
41,16,13,"female","white",.i,"IAP",39.9
25,16,12,"male","white",.75,8512.5,32
73,15,17,"male","white",.i,"IAP",48.8
74,13,12,"male","white",.i,"IAP",34.1
53,12,12,"female","white",2,9647.5,28.7
49,12,15,"female","white",.i,"IAP",48.4
69,15,12,"male","white",.i,"IAP",59.1
55,18,12,"male","white",12,151050.7214,46.5
51,15,16,"male","white",.25,"IAP",76.3
68,14,12,"male","white",.i,"IAP","IAP, DK, NA, uncodeable"
66,15,8,"female","white",.i,"IAP",39.9
63,18,8,"male","other",.i,"IAP",34.6
57,17,12,"male","white",17,45400,50.4
44,20,18,"male","white",20,72640,65.1
26,16,14,"female","black",.n,20430,24
44,20,16,"male","white",8,20430,59.4
58,19,"dk","female","white",4,72640,48.4
41,14,12,"female","white",15,9647.5,32
24,19,16,"male","white",.i,"IAP",67.7
28,15,10,"female","white",5,9647.5,22.9
36,16,"iap","female","white",3,17025,"IAP, DK, NA, uncodeable"
34,14,13,"male","white",.i,908,46
25,14,14,"female","white",.75,9647.5,62
62,14,"dk","female","other",5,14755,36.2
33,12,20,"female","white",3,14755,92.8
37,14,"iap","male","white",.75,12485,"IAP, DK, NA, uncodeable"
36,9,13,"male","white",3,14755,32
41,10,14,"male","white",.i,"IAP",19.2
61,12,12,"female","other",20,30645,18.6
71,19,15,"male","white",3,45400,50.1
53,20,18,"male","white",18,30645,57.4
44,12,"iap","male","other",22,14755,"IAP, DK, NA, uncodeable"
50,14,"iap","male","other",.25,24970,"IAP, DK, NA, uncodeable"
75,11,12,"male","white",.i,"IAP",58.4
69,16,12,"female","other",.i,"IAP",38.3
63,18,14,"female","white",.i,"IAP",52.5
80,12,8,"female","other",.i,"IAP",21.4
66,12,10,"male","white",13,2497,31
35,12,12,"male","white",.75,20430,28.7
44,12,18,"male","white",2,20430,68
81,12,12,"female","white",.i,"IAP",28.7
76,14,16,"male","white",.i,"IAP",89.3
34,12,16,"female","white",.i,"IAP",46.6
18,8,"iap","male","white",.75,2043,"IAP, DK, NA, uncodeable"
36,12,16,"male","white",.75,12485,89.3
70,14,3,"female","white",.i,"IAP",20.7
41,11,12,"female","white",.i,"IAP",39.7
34,12,12,"female","white",.i,"IAP",31.2
57,12,"dk","male","white",.i,"IAP",39.1
30,14,11,"female","white",.i,"IAP",32
56,14,"dk","female","white",2,17025,27.7
53,12,6,"female","white",7,8512.5,65.1
54,18,12,"female","white",5,2043,25.2
70,14,"dk","female","white",.i,"IAP",36.2
37,12,12,"male","other",1,1589,46
59,9,"dk","male","other",.i,"IAP",24.1
51,10,7,"female","white",14,9647.5,14
52,14,"dk","female","white",10,24970,39.1
53,15,19,"female","white",.i,"IAP",50.4
60,11,14,"female","white",.i,"IAP",50.4
18,11,16,"female","white",.i,"IAP",50.4
33,9,20,"female","white",.i,"IAP",92.8
22,12,"iap","male","white",2,8512.5,"IAP, DK, NA, uncodeable"
53,12,"iap","female","white",4,5107.5,"IAP, DK, NA, uncodeable"
66,12,9,"female","white",.i,14755,19.7
28,18,14,"male","white",4,24970,62
27,12,12,"female","white",.25,"IAP",32.6
"89 OR OLDER",12,"iap","male","white",.i,"IAP","IAP, DK, NA, uncodeable"
26,12,"iap","male","black",2,10782.5,"IAP, DK, NA, uncodeable"
28,14,13,"female","white",.75,5107.5,65.3
66,14,14,"female","white",2,6242.5,59.8
59,14,11,"male","white",6,9647.5,27.6
80,16,14,"male","white",.i,"IAP",46.6
75,12,8,"female","white",23,"IAP",30.1
73,12,7,"female","white",.i,"IAP",77.4
64,12,12,"male","white",21,17025,26.8
36,14,12,"male","other",.75,30645,32
65,8,"dk","male","white",.i,"IAP",43.4
82,12,16,"male","white",.i,"IAP",39.9
29,13,12,"female","white",.i,4086,24
37,16,20,"male","white",2,30645,62.9
39,17,18,"male","white",6,37455,27
40,14,12,"female","white",3,30645,35.4
39,16,16,"female","white",.n,5107.5,39.9
63,12,3,"female","white",.i,"IAP",28.7
39,12,2,"female","white",.i,"IAP",39.7
33,14,13,"female","white",.n,14755,51.8
57,13,12,"female","white",.n,14755,48.4
44,16,19,"female","white",3,30645,85.5
43,17,"iap","female","white",.25,"IAP","IAP, DK, NA, uncodeable"
48,15,12,"male","white",.n,63560,66.4
27,12,12,"male","white",3,24970,89.3
59,12,12,"female","white",.i,"IAP",26.2
46,13,12,"male","other",8,30645,46
51,14,16,"male","white",.n,24970,83.8
63,16,12,"male","white",21,30645,34.1
76,12,"dk","female","white",.i,"IAP",33.1
56,16,20,"female","white",10,151050.7214,89.9
39,13,12,"male","white",.n,14755,46
34,14,"dk","female","white",5,6242.5,33.1
36,12,8,"female","white",4,6242.5,20.7
51,12,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
62,20,12,"male","white",.i,"IAP",38.8
75,14,4,"female","black",.i,"IAP",31.2
68,12,11,"male","white",.i,"IAP",31.3
79,10,"dk","female","white",.i,"IAP",31.2
66,14,12,"female","white",.i,"IAP",46
20,10,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
74,12,6,"female","white",.i,"IAP",39.9
48,14,"dk","female","black",9,12485,48.8
52,13,16,"female","white",.75,"IAP",59.1
87,14,"iap","male","white",.i,"IAP","IAP, DK, NA, uncodeable"
39,14,12,"male","white",14,12485,52.1
35,14,12,"female","black",.n,"IAP",39.9
30,14,"iap","female","white",3,"IAP","IAP, DK, NA, uncodeable"
20,13,12,"female","white",.i,227,65.3
49,12,8,"female","white",18,20430,46
36,17,3,"female","white",9,12485,28.7
40,7,"dk","male","white",8,20430,65.3
62,12,9,"male","white",.i,45400,26.8
22,12,"iap","female","white",.i,5107.5,"IAP, DK, NA, uncodeable"
38,20,"iap","female","white",5,20430,"IAP, DK, NA, uncodeable"
59,16,20,"male","white",.25,30645,62.6
25,15,"iap","female","white",6,9647.5,"IAP, DK, NA, uncodeable"
55,12,16,"female","white",.i,"IAP",46
37,12,12,"female","white",19,14755,46
72,16,16,"female","white",6,4086,34.1
58,9,7,"female","white",10,"IAP",39.9
65,12,12,"female","white",2,9647.5,25.2
46,12,"dk","female","white",.i,4086,32
50,12,12,"female","white",.i,"IAP",31.2
85,12,3,"male","white",.i,"IAP",26.8
73,16,12,"male","white",.i,"IAP",39.1
"89 OR OLDER",12,8,"male","white",24,54480,32
69,14,8,"male","white",.i,"IAP",24
71,12,9,"male","white",.i,"IAP",14
66,12,6,"female","white",.i,"IAP",39.9
19,11,12,"male","white",.i,"IAP",51.9
56,6,"dk","male","white",.i,"IAP",14
46,8,15,"male","white",.75,14755,39.1
49,14,10,"female","white",.i,"IAP",31
34,14,"iap","female","white",.25,12485,"IAP, DK, NA, uncodeable"
31,14,14,"female","white",.25,"IAP",24.1
32,12,"dk","female","black",5,9647.5,"IAP, DK, NA, uncodeable"
26,17,18,"male","white",1,9647.5,60.1
53,12,12,"male","white",12,151050.7214,39.1
49,12,12,"male","white",11,"IAP",31.2
20,13,13,"female","black",4,227,31.2
39,12,16,"female","white",16,20430,48.8
38,12,9,"female","white",1,24970,32
33,19,"iap","male","white",1,37455,"IAP, DK, NA, uncodeable"
63,12,8,"male","white",20,5107.5,36.4
82,9,"dk","male","white",.i,"IAP",26.9
47,12,8,"female","white",.25,"IAP",63.1
38,14,12,"male","white",.25,"IAP",25.2
25,14,16,"male","black",3,12485,39.1
55,9,"iap","female","black",18,20430,"IAP, DK, NA, uncodeable"
55,10,"dk","female","other",14,14755,20.7
74,16,8,"female","white",.i,"IAP",67.7
77,12,8,"male","white",.i,"IAP",32
61,12,12,"female","white",4,227,31.3
29,12,12,"male","white",10,45400,77.7
29,12,12,"female","white",9,6242.5,32
31,12,12,"female","other",4,20430,65.3
37,12,16,"female","white",2,8512.5,32
74,12,12,"male","white",.i,"IAP",14
80,14,10,"female","white",3,6242.5,39.9
78,12,8,"female","white",.i,"IAP",39.7
59,12,6,"male","white",.i,"IAP",31
39,12,10,"female","white",2,4086,"IAP, DK, NA, uncodeable"
59,12,12,"male","white",.i,"IAP",35.4
52,12,12,"male","white",25,63560,34.7
44,16,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
36,12,12,"female","white",1,14755,20.5
83,12,12,"male","white",.i,"IAP",57.8
47,12,12,"female","white",19,20430,59.1
65,12,12,"male","white",14,6242.5,46.6
37,12,12,"male","white",12,"IAP",17.1
56,16,16,"female","white",1,30645,77.7
40,12,12,"male","white",16,20430,31
39,16,16,"male","white",7,37455,43
30,19,12,"female","white",2,6242.5,23.3
29,15,12,"male","other",.i,"IAP",57.5
24,12,16,"female","other",2,908,"IAP, DK, NA, uncodeable"
59,12,12,"female","white",.i,"IAP",25.2
44,14,"dk","male","white",2,"IAP",32
59,16,12,"male","black",.i,17025,46.5
39,18,"iap","male","white",3,17025,"IAP, DK, NA, uncodeable"
72,14,8,"female","white",.i,"IAP",58.4
56,10,"dk","female","white",1,2043,38.3
36,14,11,"female","white",.75,"IAP",13.6
82,12,9,"male","white",.i,"IAP",23.7
35,13,12,"female","white",.25,"IAP",32
37,15,11,"male","white",.75,"IAP",25.2
62,12,12,"male","white",9,30645,61.2
33,20,12,"female","white",2,20430,56.9
25,12,12,"male","white",.25,"IAP",25.2
40,16,16,"female","white",12,8512.5,67.7
63,14,17,"female","white",.i,"IAP",43
50,20,14,"female","white",27,30645,68
71,14,12,"male","white",.i,"IAP",65.1
77,8,4,"male","white",.i,"IAP",30.8
33,12,12,"male","white",.i,"IAP",52.5
54,12,"iap","male","white",.i,"IAP","IAP, DK, NA, uncodeable"
41,12,"iap","male","white",.i,"IAP","IAP, DK, NA, uncodeable"
51,17,12,"male","white",15,37455,84.3
42,12,12,"female","white",1,4086,32
73,13,11,"male","white",.i,"IAP",50
23,12,14,"male","white",.i,"IAP",38.3
57,12,"dk","male","white",.i,"IAP",46.5
65,19,9,"male","white",.i,"IAP",61.4
58,2,0,"male","other",1,"IAP",14
59,13,10,"male","white",12,20430,21.4
27,18,14,"female","white",.25,"IAP",43
29,16,18,"male","white",8,17025,27
32,12,"iap","female","white",.75,12485,"IAP, DK, NA, uncodeable"
32,11,14,"male","white",4,17025,31
27,13,10,"male","other",2,12485,50.1
40,12,"iap","female","white",5,10782.5,"IAP, DK, NA, uncodeable"
30,17,12,"female","white",.i,"IAP",57.8
68,14,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
47,17,11,"female","white",2,7377.5,33.9
51,9,9,"male","white",2,"IAP",42.2
56,11,"dk","female","white",10,12485,"IAP, DK, NA, uncodeable"
70,10,6,"male","white",.25,"IAP",32
80,13,"dk","male","other",.i,"IAP",31.3
53,8,7,"female","white",.25,"IAP",39.7
79,12,8,"male","white",.i,"IAP",28.7
57,12,8,"female","white",7,14755,39.9
59,10,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
61,12,12,"female","white",13,6242.5,33.7
45,12,12,"male","white",.25,"IAP",35.3
66,12,0,"male","white",.i,"IAP",42.2
55,12,8,"female","white",.75,1589,32
60,12,"iap","female","white",.i,"IAP","IAP, DK, NA, uncodeable"
79,12,"dk","female","white",.i,"IAP",42.2
55,12,8,"male","white",22,54480,24
48,14,"iap","female","white",3,7377.5,"IAP, DK, NA, uncodeable"
56,14,"iap","female","white",18,20430,"IAP, DK, NA, uncodeable"
66,12,"dk","male","white",.i,"IAP",36.2
30,19,12,"female","white",8,24970,14.4
21,12,12,"female","white",.25,"IAP","IAP, DK, NA, uncodeable"
29,12,12,"male","white",11,5107.5,65.3
81,12,"dk","female","white",.i,"IAP",20
57,12,12,"female","white",16,17025,32
37,12,11,"male","white",3,5107.5,14.4
77,8,7,"male","white",.i,"IAP",35.2
67,10,0,"male","black",.i,"IAP",39.9
34,3,6,"female","other",8,8512.5,39.9
24,16,14,"female","black",2,14755,62.1
21,16,14,"female","other",.75,10782.5,25.2
30,6,0,"male","other",.75,2497,18.6
28,13,"iap","female","black",.i,"IAP","IAP, DK, NA, uncodeable"
22,14,"iap","female","black",.i,"IAP","IAP, DK, NA, uncodeable"
84,4,"dk","male","black",.i,"IAP",14
65,12,8,"male","white",.75,"IAP",39.9
74,12,6,"male","white",.i,"IAP",20
"89 OR OLDER",12,3,"female","white",.i,"IAP",39.9
46,12,"iap","male","black",15,37455,"IAP, DK, NA, uncodeable"
